review_id;airline_name;review_rating;review_date;travel_date;date_dif;flight_length;booking_class;flight_origin;flight_destination;seat_comfort;customer_service;cleanliness;food_beverage;ife;value_for_money;check_in_boarding;full_review
401270971;Lufthansa;1;04.08.16;Aug 16;0;International;Economy;Bangkok;Frankfurt;3;1;3;2;3;3;4;"Just arrived home after a 10+ hour flight with Lufthansa. The airline changed the type of plane 2 days ago but didnt bother to update our reserved paid for seats. We were a family of 14 who paid to sit together. We were given seats with 6 year old not sitting with mother, a daughter in law with fractured ankle in the middle of large row, a 6'6"" son in the middle of a row and myself with a disability not given another thought and separated from my husband and also the rest of the family.Disgusting. The seats we originally chose were carefully thought of to accomodate our various issues.No email from Lufthansa to notify change of plane and to tell us of updated ridiculous choice of seats and as far as the staff was concerned we could either sit down or get off the plane. Arrogance. A definate update on dealing with people a must.Other points, the food wasnt good. We had children, and vegetarians and regular meals. The childrens wasnt bad but the rest not great. All in all a very disappointing experience"
401269554;Lufthansa;4;04.08.16;Jun 16;2;International;Economy;Philadelphia;Frankfurt;3;5;4;3;4;4;5;flying with Lufthansa was a breeze. everything went smoothly. their staff was well trained and accommodating. it was a long flight, but each seat had a entertainment screen with movies, news, games, etc.. the seats were a bit cramped, but that's an industry thing [one could always fly 1 st class].
401255336;Lufthansa;5;04.08.16;Apr 16;4;International;Premium Economy;Philadelphia;Frankfurt;5;5;5;5;5;5;5;We flew to Frankfurt and then traveled to Prague for three nights prior to embarking on a Viking cruise from Passau Germany down the Danube. Our flight was superb and the service we received was spectacular. We were very satisfied with the nice snacks and dinner too. We haven't travelled the world and most of our flying has been within the U.S.- so, we were kind of used to the old bag of peanuts or trail mix and a soda. The snack we got on Lufthansa was multi grain bread and cheese which was quite good. The meal was very good as well and was hot. They followed the meal with an after dinner drink of Bailey's or a brandy which was also an unexpected nice touch. The gentlemen who took care of us on the flight were very kind and attentive. So, overall, I'd give them a 5 star plus and would fly with them again if we ever get the chance.
401251783;Lufthansa;3;04.08.16;May 16;3;Europe;Economy;Brussels;Frankfurt;2;3;3;2;;4;4;We flew with Lufthansa in May from Brussels via Frankfurt to Johannesburg.Checking in in Brussels went smoothly, despite the fact that the airport was not yet fully operational after the terrorist attack of 22/03.They didn‰Ûªt succeed to provide us with all the boarding passes for Maun. But as it would prove later, this was not due to Lufthansa.Boarding went smooth and hassle free.The flight to Frankfurt left with a fifteen minute delay.There is very little to say about the very short flight from Brussels to Frankfurt. On the outbound flight they managed just to give everyone a bag of nuts and a drink. You can hardly call it comfortable, the seats on the Airbus A319 they use for these short flights,. Still, with a flight time of just an hour this is not really a problem.The crew was polite and correct, but given the short time frame in which they had to perform their duties, not very sympathetic towards the passengers. Yet, no complaints for such a short flight.
401244806;Lufthansa;4;04.08.16;Jul 16;1;International;Business Class;Los Angeles;Frankfurt;4;3;4;3;3;3;4;We were traveling on seats A and C, row 5 or 6, don't remember. Seats are comfortable, leg room is OK. Just a bit small when the seat is in the 180å¡ position. Beds are flat. Enetrtainment screen could be a bit bigger. The service was not that good, I have had much better service on other LH flights. Felt like the flight attendant didn't realy paid a lot of attention to his customers. Beef of the main course was cold! First time that I was not so happy with the service, many other times it was great! I think I prefer business class on A380 compared to 747.
401234817;Lufthansa;4;04.08.16;Sep 15;11;International;Economy;New York;Frankfurt;1;2;3;3;3;3;3;The airline is good and the planes are very good for the price, the only think I have issue with is when I buy ticket I can't choose my seat until later on and when I choose my seat they alway change it when I check in and some German womens from the customer service at the airport are very rude and no smile.
401234380;Lufthansa;4;04.08.16;Jun 16;2;Europe;Economy;Gothenborg;Frankfurt;4;5;5;4;1;4;5;"I am a ""half-frequent"" traveller or rather a regular traveller. The past 24 months I had about 20 flight sections on this route Gothenborg - Frankfurt. What I like with Lufthansa: I never ever get the feeling that someone looks sharply at me when I have maybe a laptop bag or something more additional with me. Once my suitcase weighted some hundred gramm to much but they did not charge me anything extra (maybe they saw that I fly regularly or they knew that they did not have so many suitcases that day). ""Mandatorily"" free soft drinks, beer & wine as welll as a sandwich/cake I like. The new price politics caused higher prices on my air route, I don't appreciate that. But as long prices aren't much more expensive I always prefer Lufthansa."
401232141;Lufthansa;4;04.08.16;Jun 16;2;Europe;Economy;Bucharest;Frankfurt;4;4;5;2;3;5;5;When traveling with this top international airline company expectations are high. However, you will see that they are fulfilled, except food, which is totally insufficient. The service and flight manner of pilots will though be excellent and you will be very pleased. You must choose it!
401230679;Lufthansa;3;04.08.16;Jun 16;2;International;Business Class;Cairo;Frankfurt;2;2;4;2;1;1;4;This bloody A320 is not design for four hours flight,the eat is realy painful no facilities at all in board,food was bad,no entertainment,even you can read the suffering faces of the crew,all happens after Jan 2011,befor was one of the best carrier out of Cairo.
401209059;Lufthansa;5;04.08.16;Sep 15;11;International;Economy;Delhi;Frankfurt;4;5;5;5;4;5;5;Best of Best Super Fly Airline experience i have got by Lufthansa Airline ,very peace full flight ,no problem to me in that journey so i can say that Airline is super and duper ,thanks Luftahansa Airline i hope i will definitly may be fly again i am sure same flight i will use again thanks so for
401204690;Lufthansa;4;04.08.16;Jan 16;7;International;Economy;Seattle;Frankfurt;4;4;5;4;5;4;4;older plane, but nicely upgraded (refurbished)friedndly service - good entertainment programhad a complete row for myself...luxuryAs the connecting flight was cancelled (ice rain), we had to take the train - very friendly staff at LH counter helped us to quickly connect to Munich.
401194375;Lufthansa;5;04.08.16;Jul 16;1;International;Business Class;Johannesburg;Frankfurt;5;5;5;5;5;5;5;Lots of legroom, flat bed for sleeping, food excellent and attention to the passengers very good. We were placed in the bubble up the stairs which was very convenient.
401193227;Lufthansa;3;04.08.16;Jun 16;2;Europe;Economy;Lyon;Frankfurt;3;4;3;3;2;3;3;Sitting in the Emergency Exit row, I was surprised to be asked if my wife and I spoke English and/or German. I answered yes but two elderly people in the same row spoke only French. the steward mentionned that he needed English or German speaking persons sitting in that row. A youg lady was willing to move to that row and the elderly couple was reseated in Business Class. Well done! I shall know that next time!
401191358;Lufthansa;5;04.08.16;Mar 16;5;Europe;Economy;Budapest;Frankfurt;4;5;5;5;2;4;5;"Being a relatively short flight from Budapest to Frankfurt economy class I had no great expectations. I only hoped to ""delete"" the bad impression left by the Budapest Airport, but that's another discussion as long as I write about Lufthansa and not about Budapest Airport. What can I say? Boarding very fast, very professional staff, courteous and smiling. Upon boarding the plane we had the pleasure to receive daily newspapers in English and German and a little welcoming chocolate. After the plane reached cruising altitude, we received a tasty and nourishing brunch : sandwich with butter and ham, apple strudel, coffee or tea and finally water, beer, wine or spirits. At the time indicated on the ticket, I was already in Frankfurt, in the exit area, with the luggage in my hand ! Congratulations Lufthansa , compliments and thank you very much !!!"
401186002;Lufthansa;4;04.08.16;Jun 16;2;International;Economy;Auckland;Frankfurt;3;4;4;4;3;4;5;Used this Airline for budget purposes, doing a round trip through quite a few different countries. Pretty happy overall.
401185073;Lufthansa;4;04.08.16;Apr 16;4;Europe;Economy;Rome;Frankfurt;4;4;4;4;3;4;4;Flight on time, service on board good, App useful to check and book flight.If you book on time your sit you can find always the best plase (near the exit in th emiddle on the plane).
401180018;Lufthansa;4;04.08.16;Jul 16;1;International;Economy;Baku;Frankfurt;3;5;5;4;1;4;5;Very pleasant personnel, good food, however on route between Baku & rest of Europe AZAL & Turkish Airlines offer more to the travellers in Economy Class.
401172261;Lufthansa;5;04.08.16;Aug 16;0;International;Premium Economy;Philadelphia;Frankfurt;5;5;;;5;5;;Upgrade for extended flight is well worth the inexpensive price. First class service at cost of economy. Courteous, professional attendents. I will always choose Lufthansa for trips to Europe.Frankfurt airport is easy to navigate for connecting flights.
401170402;Lufthansa;5;04.08.16;Feb 16;6;International;Economy;Kuala Lumpur;Frankfurt;5;5;5;5;5;5;5;Great seats, enough space, friendly staff and entertainment for an 11 hour flight. Could not be better and we hope to fly with Lufthansa soon
401166701;Lufthansa;4;03.08.16;Oct 15;10;Europe;Economy;Helsinki;Frankfurt;4;4;5;4;4;4;4;I,ve traveled by Lufthansa airline several times.Service on board is very good. Stuarts is ready to assist you in any question.Pilots are professional, flight and landing are soft.Aircraft looks clean and new.
401165133;Lufthansa;4;03.08.16;May 16;3;International;Business Class;Seattle;Frankfurt;4;4;5;4;4;4;4;I enjoyed this flight a lot, had a seat on the upper deck by the window and the seat next to me was empty, good service from the cabin crew and the food was nice.I do recommend taking a seat upstairs on a 747-400 with Lufthansa as it feels more private preferably get a window seat as there are som more space on that seat due to the curvature of the aircraft body
401163772;Lufthansa;4;03.08.16;Apr 16;4;Europe;Economy;Birmingham;Frankfurt;3;4;4;2;3;4;3;The flight from Birmingham on a Sunday morning is not recommended. The plane was packed, mainly with families and young people. The cabin crew had a hard time but are to be congratulated on their service. The was not a single unoccupied seat.Birmingham airport is not a pleasant experience.
401163506;Lufthansa;5;03.08.16;Jun 16;2;Europe;Economy;London;Frankfurt;3;5;5;5;;4;5;Booked as part of a business trip, I had few expectations having never flown with Lufthansa before. Boarded the aircraft exactly on time, friendly greeting from the cabin crew and got settled in. After the usual safety briefings off we went.Cabin service was excellent, timely, timely polite and friendly. The coffee was excellent as were the sandwiches available. You just got the feeling that nothing was too much trouble for the crew. Especially as this is a very short flight. Having used other carriers in the past on similar journeys, Lufthansa is definitely worth paying that little bit extra for.
401162206;Lufthansa;5;03.08.16;Aug 16;0;Europe;Economy;Palma de Mallorca;Frankfurt;;;;;;;;Lufthansa is a great and reliable airline. German professionalism! I was never disappointed when flying with Lufthansa.
401160195;Lufthansa;4;03.08.16;Aug 16;0;Europe;Economy;London;Frankfurt;5;4;4;3;3;4;4;The flight on the whole was OK but the landing was horrible. The plane lands from quite a height and it spoiuled my ear-drums. It is not the fault of Lufthansa but an experiment which has to be done in accordance with the European Sky Air Traffic Management. This experiment goes on till the 31st August. During this period, I will try to avoid flying to or from Frankfurt.
401156325;Lufthansa;5;03.08.16;Feb 16;6;Europe;Economy;Edinburgh;Frankfurt;5;5;5;4;;4;4;great customer service, was a transfer flight to Rome (also with Lufhansa) , so 4 Lufthansa flights in as many days, not one problem with any of them.
401151008;Lufthansa;4;03.08.16;Apr 16;4;Europe;Economy;Copenhagen;Frankfurt;4;3;5;2;;3;5;As always with Lufthansa it just Works. There are no great experiences of service or food or anything. It is transportation from one place to another.
401150396;Lufthansa;4;03.08.16;Jul 16;1;Europe;Economy;Budapest;Frankfurt;3;4;4;3;;4;4;Departure was on time, but due to turbulences no drinks were served. Arrival before estimated time, so more time to catch connecting flight.
401148073;Lufthansa;5;03.08.16;Jul 16;1;Europe;Economy;Manchester;Frankfurt;4;5;;;;4;;I booked Lufthansa flights to Germany for the F1. I had never flown with them before but was pleasantly surprised. The service was fantastic. We were offered a complimentary snack and drink. We were sat on an exit row which meant extra leg room. I would definitely fly with them again.
401135767;Lufthansa;5;03.08.16;Oct 15;10;Europe;Economy;Tallinn;Frankfurt;5;5;5;5;3;5;5;Very smooth flight, no problems at all. They provide beverages and snacks even on this short flight. Staff is friendly, all procedures are quick. No complaints at all.
401132464;Lufthansa;4;03.08.16;Jun 16;2;Europe;Economy;Prague;Frankfurt;4;5;5;5;5;4;5;We use this airlines as a conection to our fligt to Namibia.It was a short fligt which was standard.Nothing special except a delay at Prague due to a thunderstorm in Frankfurt. The flight back to Prague was on time.Staff was pleasant and snack was perfect.
401128628;Lufthansa;4;03.08.16;Jul 16;1;International;Business Class;Sao Paulo;Frankfurt;3;4;4;3;3;3;4;Lufthansa is doing a great job those last month. As business travelers you can enjoy a better service as in the past. The quality of the food is ok and the personal of the cabin was quiet nice.
401128394;Lufthansa;4;03.08.16;Apr 16;4;Europe;Economy;Helsinki;Frankfurt;2;4;4;4;;5;5;Lufthansa continues to offer food and beverages even on the short-haul European flights. I like that. The food was just a sandwich but wine was included which is almost unheard of these days. The seats were not very comfortable.
401124978;Lufthansa;4;03.08.16;Jul 16;1;International;Economy;Chicago;Frankfurt;3;5;5;4;4;4;5;It is so nice to see people who care about their jobs again after so many nasty flights with United and American Airlines... Food was actually decent and the booze was free... and if you were nice they'd even ply you with a few drinks..Flying like it used to be...ONLY Lufthansa!
401121700;Lufthansa;5;03.08.16;Apr 16;4;Europe;Business Class;Helsinki;Frankfurt;5;5;5;5;;5;5;Flight leaves out of Helsinki early, quarter to seven. That means an hour earlier arrival to terminal, just to find out that lounge (by SAS) is not even open.Business Class offers pre-boarding, which saves you queueing in a crowded tube waiting getting into the aircraft. It is amazing, how people don't know how to step off the aisle, then put their stuff into overhead bins and sit on their seat. People stand at the aisle, blocking all others who still want go further. This is on every airline that I have flown.Breakfast offers two main course options: Sweet or salty. I opted for sweet, as there is plenty of salty components on the plate. Special appraisal for the orange juice which is freshly pressed one and tastes like heaven.Crew was brilliant, no sign of being tired due the early morning.
401120043;Lufthansa;4;03.08.16;Sep 15;11;International;Economy;Kuala Lumpur;Frankfurt;4;4;4;4;4;4;5;My flight from Kuala Lumpur to Frankfurt, Germany, for transit to Madrid Spain was smooth. Not much hassle and I had almost good rest. I am a petite Asian so leg room was alright for me.Flying to Frankfurt, there was an lady who had not idea how to work her entertainment system. She kept switching it on and off while the lights were switched off, which really disrupted my sleep. Wished that the cabin crew would have done something about it.Transiting was easy and lucky none of my luggage were lost.'Flying back to Kuala Lumpur, I was seated next a talkative Malaysian who was always poking my arms. Not the flight's fault but at times I wish that the passengers were more considered. I was already dead tired (it was a night flight) and was waiting to get home.Again, no luggage were lost!Overall, satisfied with the service.
401112242;Lufthansa;3;03.08.16;Apr 16;4;International;Premium Economy;Los Angeles;Frankfurt;2;1;3;1;;3;3;good legroom, rude staff, didn't have a special meal for me so I didn't get to eat anything substantial except what I brought with me.
401111065;Lufthansa;3;03.08.16;Sep 15;11;International;Economy;Bangalore;Frankfurt;2;3;4;4;4;4;5;I flew Lufthansa from Bangalore to Frankfurt (as part of mu journey to San Francisco). The overall experience was fairly good. The seating was not so good as it had very less leg space. Meals provided were fresh with average taste. There was a good selection of movies to watch at the in-flight entertainment. The staff were helpful but seemed always busy. Compared to other international airlines, I felt Lufthansa was one of the better ones, if not the best. Overall, I am giving a 3 rating.
401110140;Lufthansa;4;03.08.16;Aug 16;0;International;Premium Economy;Hong Kong;Frankfurt;4;3;;;3;5;;It was my first trip on this Type of Aircraft and also in Premium Economy. Many years I flew Business with Senator Card Status- but after my retirement I am not a frequent Flyer anymore. I was always hesitating to spend the extra money for the ticket in Premium Economy- but I have to say- this money is well spend!!! I mangaged To doze off for the first Time in Economy and the extra legroom with the foot Rest is just fab:) I arrived without swollen feat and also I dis not struggle with Jetlag as much.Besides the more comfortable Seat- the A380 is less noisy & I had the the feeling that air quality is much better.Curious to test the Premium Economy in other aircraft types as well !!!
401110017;Lufthansa;5;03.08.16;Aug 16;0;International;Premium Economy;Houston;Frankfurt;;;;;;;;Cannot say enough about Lufthansa!!smooth boarding on their largest plane. On time take-off! Top notch service! Friendly staff!
401108937;Lufthansa;5;03.08.16;May 16;3;International;Business Class;Vancouver;Frankfurt;5;5;5;5;5;4;5;Not only are they punctual, but have a great safety record. LH (Lufthansa) is by far an airline you feel as if you are at your destination before you take off. The comfort is second to none, and you feel safe and sound the whole flight through. I have flown LH countless of times and can't say enough good about it. I have flown in economy as well, and have to say, for the money it's very good as well.
401108634;Lufthansa;5;03.08.16;Jan 16;7;International;Premium Economy;San Francisco;Frankfurt;5;5;5;5;5;5;4;Great flight, great service, great plane. Take a trip on an A380 someday. Despite the number of folks on the plane thus a lot of folks at the gate, it is a great plane to fly in. Roomy and much quieter than other planes due to the added insulation. We have flown in other A380s on long hauls, mainly with Emirates or Air France. All have been so much nicer than in 777s or 747s. Give it a shot, not so bad. If you can get premium economy it is worth it.
401105811;Lufthansa;5;03.08.16;Jul 16;1;International;Premium Economy;San Francisco;Frankfurt;4;5;4;4;5;4;4;Comfortable seating, excellent choice of movies, etc., and good food.Service was very good with attendants who were pleasant, professional, and readily available.
401102558;Lufthansa;3;03.08.16;May 16;3;International;Business Class;Vancouver;Frankfurt;5;5;5;1;5;3;5;It's always great to have the space and the flat laying seat BUT if the food is mediocre it sort of puts a shadow over the whole trip. Staff were superb, very available and very responsive, but save for the excellent German beer it is not an experience we would want to repeat. Dinner was actually inedible, maybe we selected the wrong dish from the menu?
401095249;Lufthansa;4;03.08.16;Jun 16;2;International;Economy;Los Angeles;Frankfurt;1;2;5;2;3;4;5;Still No. 1 when it comes to safety and efficiency. On board comfort, service and amenities have deteriorated significantly over the years. Still, if safety is the first concern, as it should be, it comes down to only one choice, Lufthansa or its subsidiaries, Swiiss and Austrian (do not know much about Air Brussels). German Wings, the other affiliate, has, obviously, some open questions. Upgrades, amenities exceedingly difficult to obtain on Lufthansa. Lufthansa concentrates saving on passenger comfort and satisfaction. Safety,on Lufthansa is good as they come. Also, Lufthansa offered special services on this in Frankfurt (private escorted transport) so as not to miss the connecting flight to Budapest
401092117;Lufthansa;4;03.08.16;May 16;3;International;Economy;Singapore;Frankfurt;4;4;4;4;;4;4;Long haul flight.....with Airbus. First Timer with Lufthansa and will not be the last. Efficient and helpful staff. Meals were great with snacks in between and drinks. Good seats with okay legroom and even managed to get a few hours sleep - which was a real bonus. First Class entertainment.
401086457;Lufthansa;4;03.08.16;Dec 15;8;International;Economy;Los Angeles;Frankfurt;3;4;4;4;;3;3;Seating is really cramped, but I must say the food was genuinely good. Cocktails before supper, liqueurs after. The cabin crew were friendly.
401082985;Lufthansa;1;03.08.16;May 16;3;International;Economy;Singapore;Frankfurt;1;1;4;1;3;3;1;"Had a terrible experience on a recent flight. Was flying with my son (who has just hit his 22 month milestone) on a long haul flight. During check-in, my request for a bassinet seat was not successful because these special seats were supposedly occupied by other babies who had checked in before us. The row behind the bassinet row was offered to us. Upon boarding the plane, I observed that the ""babies"" who were assigned the bassinet row, were actually adult males and females without kids. As expected, without a bassinet, my 22-month old could not sleep well and was cranky. Eventually, one of those adults seated in the bassinet row, turned around and screamed, ""Both of you, stop it!"" at us. It was an extremely stressful situation since my son was not at the age where you could reason with him. Desperate, I carried the 22 month old to the pantry to avoid further confrontation with that particular adult male. At this point, one of the stewardess approached us and said, ""You can't stand here cos I need to sleep.""  Worst flight ever... Confirmed. Could not sit down and no where to stand..."
401080669;Lufthansa;4;03.08.16;Jun 16;2;International;Economy;Orlando;Frankfurt;3;3;4;3;5;3;4;I've flown them twice a year for over 5-6 years now. They used to be great now they might be the best option but they are going back to the pack. They've switched to older less comfortable planes, the food is not as good as it used to be, and it seems like the flight attendants care less than they used to. Also now they charge for booking your seat when you buy the ticket.
401075875;Lufthansa;5;03.08.16;Jul 16;1;International;Business Class;Seattle;Frankfurt;5;5;5;5;5;5;5;We have traveled with Lufthansa before, but this flight, and the subsequent return flight, was far and away our best experience. Service was quick, efficient and friendly. The menu was well planned and the food was good. Very relaxed and comfortable trip.
401057184;Lufthansa;5;03.08.16;Aug 16;0;International;Business Class;Osaka;Frankfurt;5;4;5;3;4;4;4;Nice plane, great seats, good food. A nice entertainment service as wel and good lounge in Frankfurt for connection. And yes they have wifi on the plane which is great as well, for an acceptable price. Definitely a good flight.
401056840;Lufthansa;4;03.08.16;Jun 16;2;International;Business Class;New York;Frankfurt;;5;5;5;4;5;5;What great service on this flight. Linen clothes on the trays, real gourmet airline food, and service was excellent for the entire flight. Would not hesitate to book them again.
401055978;Lufthansa;5;03.08.16;Jun 16;2;International;Business Class;Singapore;Frankfurt;5;5;5;5;4;5;5;Having just transshipped from a BA flight which was terrible - these flights LH 778/9 were at the other extreme - perfect. The business class cabin (A380) was everything you expect to find at this level. Cabin service was extremely good and food and beverage as good as it gets. Seat and bed extension were both comfortable. Entertainment system good with noise cancelling headphones. Adequate storage facilities within the seat area and all within reach. This is what a Business Class cabin should be...
401053930;Lufthansa;4;03.08.16;May 16;3;International;Economy;Rio de Janeiro;Frankfurt;4;4;4;4;4;4;4;I was excited to fly the newest version of the Boeing 747, the 747-8 Intercontinental. We left Rio around 10 o'clock at night and arrived on time in Frankfurt the following afternoon. I researched seats beforehand and picked 16K, a window seat behind business class. It was a very good with enough room behind the bulkhead that I didn't to wake up the folks beside me when stepping into the aisle. The flight attendants were friendly and prompt with requests and the meal was tasty for economy class. The latest version of the 747 is beautiful, with lots of overhead space. I wish other airlines were using this plane.
401049333;Lufthansa;3;03.08.16;Jul 16;1;International;Economy;Atlanta;Frankfurt;2;3;3;3;4;4;4;When traveling economy class, my expectations are never really high. However, I expect flights lasting 9 hours to be a bit more accommodating and considerate of their passengers. The seats were small with very little legroom. There are no passenger operated air vents to control airflow. At times the plane would get too warm and there was no way to alleviate the heat. Although there seemed to be a good selection of movies and shows to watch, I was not fortunate enough to have a working screen. The staff was adequate. They weren't rude but didn't seem particularly happy in their job.
401048320;Lufthansa;5;03.08.16;Sep 15;11;International;Business Class;Vancouver;Frankfurt;5;5;5;5;5;4;5;It's worth it to upgrade your service flight for long haul flights. The seats were very comfortable and adjustable. A convenience package on every seat provided socks to keep your feet warm, a blanket, pillow and eye mask. Sleep like a baby.Inflight beverages and meals were delicious and provided healthy options too.
401046182;Lufthansa;5;03.08.16;Jun 16;2;International;Business Class;Los Angeles;Frankfurt;4;5;5;5;5;5;5;Very nice flight, good food, great service, however I like the Business Class seats where you don't have to crawl over another passenger, the only draw back to the Business Class window seat on this ailrine
401043720;Lufthansa;5;03.08.16;Mar 16;5;Europe;Economy;Birmingham;Frankfurt;2;4;4;2;1;4;4;Flew back from Germany as part of AC Luft deal. Fantastic airline. Headphones blanket pillow on seat. Cabin crew very nice and helpful. Servivce great. Meal not bad. Even economy a bit more up market then AV
401042636;Lufthansa;5;03.08.16;Jul 16;1;International;Business Class;Newark;Frankfurt;5;5;5;4;4;3;5;I've discovered that Lufthansa has gotten rid of its old, grumpy ways, replacing that with friendly, helpful and (of course) efficient cabin attendants. The food is first rate (they do beef and seafood especially well) and the wine list usually offers a pleasant surprise. Breakfasts, however, are nothing special.Seats lie flat for a comfortable nap, even if the flight is too short for real sleep.Long story short: Lufthansa has now become my airline of choice between the US and Europe and/or the Middle East (If only the pricing were lower...)
401041592;Lufthansa;3;03.08.16;Jun 16;2;International;Economy;Newark;Frankfurt;3;3;5;4;3;3;5;Checkin in Newark was excellent. Friendly stuff. Checkin and way trough security was less than 15minIn the air service is very slow. Until dinner is served it take 2hours.
401034999;Lufthansa;3;03.08.16;May 16;3;International;Business Class;Vancouver;Frankfurt;2;2;4;3;4;2;4;Originally, my wife and I were taking an economy flight from Vancouver to Frankfurt but upon arrival at the airport we were given the opportunity for an extra thousand dollars to upgrade to Business Class. Given that we hadn't been to Europe for a few years we treated ourselves to this luxury. NOT! We were very disappointed with the entire experience, from not getting the meals we expected, to not having a chair/bed that actually folded down, to having the flight attendant believing that the fellow sitting next to my wife was me (she obviously did't look at the seating manifest to realize that I was sitting in a seat that wasn't next to my wife, ergo, the stranger got the last preferred meal leaving my wife and I to take a sad pasta dish). It's disappointing to think that for the extra money we could not get a meal that reflected Business Class standards.Overall, having flown Lufthansa previously, we believe the standard of service and the lack of Business class food options was not up to snuff and were very disappointed with the whole experience. We will have difficulty traveling to Europe with this company again.
401033819;Lufthansa;4;03.08.16;Jul 16;1;International;Economy;Washington;Frankfurt;3;4;4;3;4;4;3;What you would expect from a German airline. Punctual, professional, not super friendly. Clean and safe.
401031866;Lufthansa;5;03.08.16;Oct 15;10;International;Economy;New York;Frankfurt;4;5;5;5;5;5;5;Traveled from SEA to Istanbul on several travel legs via Frankfurt, and loved the whole experience. Got to fly on the new Airbus a380 (seat 12c),from the NYC to FRA leg and really enjoyed the flight. Lufthansa, as you go through to check all the boxes on which you find it a good airline, checks them all.Boarding: Boarded a double decker Airbus in record time. That's all about trained personnel doing their jobs.Seats: Pretty standard economy seating. Not bad, not great. Meals: Served promptly for dinner, then at waking time for breakfast about 90 min. out. I've found this helps tremendously for overnight flight sleeping time, and I really appreciate the efforts. A cocktail hour is announced before dinner, and they then buy you a cocktail. Never a bad thing. Meal quality: Above average for coach. It's all basically a tv dinner in back in coach, but the bread was fresh, the salad was crisp, and the entree was not bad.IFE: Good sized screen, many entertainment choices, interactive gps map to track your trip, and outside cameras to view the trip from many spots outside of the aircraft, (the tail camera was my favorite).Cleanliness: spotless throughout. Impressive. Flight attendants: As a whole, helpful, courteous, efficient, and they actually smiled at people. Unheard of. I think American Airlines trains their people to have that sour look on their faces. Luggage: No baggage fee for international travel, and always showed up when it was supposed to be there. All good. Customer service: They got us out of Turkey when we were stuck behind hurricane Sandy, and supposed to connect through JFK, back to SEA when things were in chaos, when thousands were stranded. All the service related personnel, from flight attendants to reps were outstanding. It's a pleasure to fly on an airline when people like their jobs. Arrival/departure: ON Time. Period. Gotta love the Germans. In closing, if I'm headed the same way they're going, they'll always be first choice.
401025964;Lufthansa;3;03.08.16;Sep 15;11;Europe;Economy;Amsterdam;Frankfurt;3;3;3;3;2;3;4;The first hands-on experience was when choosing and booking the ticket at the airport, at the Lufthansa stand.The assistants have been helpful and professional.The flight was on time and the check-in and boarding organised.However, nothing really wowed me, being mainly used to flying middle Eastern (Asian) airlines. There was no in-flight entertainment to speak of, besides some in-flight magazines, but no screens, music, films...The food was ok, but rather small and cold ( a sandwich or something similar).Variety of drinks was narrow.The flight attendants were ok but not too forthcoming or warm.All in all, it was a rather average experience in all aspects.
401023903;Lufthansa;2;03.08.16;Aug 16;0;International;Business Class;Singapore;Frankfurt;1;4;5;2;1;1;4;Where Singapore airlines and Emerits have 4 seats in a row on their A380, in a 1 -2-1 configuration. Lufthansa has 6 seats in a 2-2-2 configuration. The seats are really small and very uncomfortable. the food is average. The staff are lovely but the purser didn't give a damn. Will never fly with Lufthansa again
401018906;Lufthansa;3;03.08.16;Jul 16;1;Domestic;Economy;Hamburg;Frankfurt;3;4;3;3;3;3;4;Since our flight was only one hour, we don't expect too much. The service at the boarding desk was friendly and efficient, as well as on the flight. There was a medical emergency (a gentleman had fainted) while the plane was descending to land. The flight attendant immediately helped by providing ice, juice, and raising his feet. She was professional and stayed with man until the plane landed to ensure that he was alright.
401018882;Lufthansa;3;03.08.16;Sep 15;11;Europe;Economy;Brussels;Frankfurt;3;4;4;3;4;3;4;I take Lufthansa mostly for short flights from Brussels to Munich and then go on with SIA but because of a delay of a Lufthansa flight i also had to fly with them to Singapore. So i can talk a bit bout short and long flights. The short flights are mostly done with smaller planes, being a tall person its not easy because the leggspace is very small. I always try to get an exitseat before check in and sometimes it works so thats kind of a relief. They give a drink and a small snack, nothing special in fact. Staff is friendly. On the long flight i was really disappointed and it convinced me a bit not to take Lufthansa for long flights. Crew is friendly and helpfull but seats are so so and the food they serve is nothing special, close to bad. You get like a box where everything is packed. Simple food, nothing nice really. I missed once my flight to Singapore with SIA because of a delay of their flight, the rebooking was already done when i arrived but then waiting for 10 hrs and got 10 euro for a snack and a drink. Afterwards i filed a complaint and they just said it was not their fault, blamed it on the Luggage handlers. When i wrote to SIA i got a small compensation eventough they had nothing to do with it...that is service !!...Lufthansa can learn from that if it wants to stay a 5* airline.
401017723;Lufthansa;4;03.08.16;Apr 16;4;International;Premium Economy;Denver;Frankfurt;3;5;4;3;4;3;3;"We booked Premium Economy because of some traveler reviews on line. The seats were definitely more comfortable than Economy, but the Premium Economy cabin is not separated from regular economy and there was lots of traffic as a result. Food was OK, alcohol plentiful, but what seemed to set this class of service apart was the superb service provided by our flight crew. When booking, the bulkhead seats we wanted were not available, which was the case on every DEN-FRA flight we checked for the entire month. Leads me to believe the bulkhead seats are somehow ""reserved"" by the airline. Overall, this class of service was better than Economy, but may not have the same value for others. It was substantially more expensive than Economy, but certainly less than the next option - Business. Check in was a total disaster - just a mob pushing and shoving with no regard for seat numbers, etc. Lufthansa's gate crews badly need training."
