review_id;airline_name;review_rating;review_date;travel_date;date_dif;flight_length;booking_class;flight_origin;flight_destination;seat_comfort;customer_service;cleanliness;food_beverage;ife;value_for_money;check_in_boarding
420949857;Lufthansa;5;21.09.16;Sep 16;0;International;Economy;Boston;Frankfurt;3;5;5;3;5;5;5
420874295;Lufthansa;5;21.09.16;Aug 16;1;International;Economy;Denver;Frankfurt;4;5;5;5;5;5;5
420460462;Lufthansa;4;20.09.16;Sep 16;0;Europe;Economy;Birmingham;Frankfurt;4;4;4;4;;4;4
420158123;Lufthansa;3;19.09.16;Sep 16;0;Europe;Business Class;Madrid;Frankfurt;2;3;;;1;1;
420084109;Lufthansa;2;19.09.16;Sep 16;0;International;Economy;Chicago;Frankfurt;2;3;3;3;4;2;1
420072843;Lufthansa;3;19.09.16;Sep 16;0;Europe;Economy;Budapest;Frankfurt;3;3;3;2;1;3;3
419994635;Lufthansa;1;18.09.16;Sep 16;0;International;Economy;San Francisco;Frankfurt;2;4;5;5;4;2;3
419987430;Lufthansa;4;18.09.16;Sep 16;0;Europe;Business Class;Zurich;Frankfurt;4;5;5;4;;5;4
419807321;Lufthansa;3;18.09.16;Aug 16;1;Europe;Business Class;Manchester;Frankfurt;2;4;4;1;2;3;3
419353246;Lufthansa;5;16.09.16;Aug 16;1;International;Business Class;Los Angeles;Frankfurt;4;5;5;5;4;5;5
419154451;Lufthansa;5;16.09.16;May 16;4;International;Economy;Orlando;Frankfurt;3;5;5;5;5;4;5
419034283;Lufthansa;4;15.09.16;Sep 16;0;International;Business Class;Singapore;Frankfurt;3;5;5;5;4;4;5
419005996;Lufthansa;4;15.09.16;Sep 16;0;International;Economy;Los Angeles;Frankfurt;4;4;4;4;4;4;4
418774450;Lufthansa;4;15.09.16;Sep 16;0;Domestic;Economy;Hamburg;Frankfurt;3;4;4;2;;2;4
418682782;Lufthansa;5;14.09.16;Sep 16;0;Europe;Economy;St. Petersburg;Frankfurt;4;4;;;1;3;
418604121;Lufthansa;3;14.09.16;Sep 16;0;International;Economy;Tel-aviv;Frankfurt;2;3;;;1;2;
417762274;Lufthansa;3;12.09.16;May 16;4;International;Economy;Bangkok;Frankfurt;2;3;5;3;4;3;5
417741922;Lufthansa;5;12.09.16;May 16;4;International;Premium Economy;Perth;Frankfurt;5;5;5;5;5;5;5
416841508;Lufthansa;3;10.09.16;Sep 16;0;International;Economy;Mumbai;Frankfurt;5;3;5;3;5;5;5
416713591;Lufthansa;1;10.09.16;Sep 16;0;International;Premium Economy;Casablanca;Frankfurt;1;1;1;4;2;1;1
416658291;Lufthansa;4;09.09.16;Aug 16;1;International;Business Class;Bangkok;Frankfurt;4;5;5;5;3;4;3
416640207;Lufthansa;4;09.09.16;Jul 16;2;Europe;Business Class;Reykjavik;Frankfurt;3;5;5;4;3;5;5
416608878;Lufthansa;5;09.09.16;Sep 16;0;Europe;Economy;Barcelona;Frankfurt;5;5;5;5;4;5;3
416589977;Lufthansa;5;09.09.16;Sep 16;0;International;Business Class;Dubai;Frankfurt;5;5;;;5;5;
416397862;Lufthansa;3;09.09.16;Aug 16;1;Europe;Economy;Helsinki;Frankfurt;3;3;4;2;1;3;3
416354659;Lufthansa;4;09.09.16;Sep 16;0;Europe;Economy;Amsterdam;Frankfurt;5;5;;;5;5;
416319467;Lufthansa;1;08.09.16;Oct 15;11;International;Business Class;Cairo;Frankfurt;1;1;2;2;1;1;3
415928994;Lufthansa;5;07.09.16;Aug 16;1;International;Premium Economy;Singapore;Frankfurt;4;5;5;4;4;5;4
415849686;Lufthansa;5;07.09.16;Oct 15;11;International;Business Class;Miami;Frankfurt;5;5;5;5;5;5;5
415839709;Lufthansa;5;07.09.16;Oct 15;11;International;Business Class;Miami;Frankfurt;5;5;5;5;5;5;5
415761964;Lufthansa;5;07.09.16;Jul 16;2;International;Business Class;Newark;Frankfurt;5;5;5;5;;5;5
415135900;Lufthansa;5;05.09.16;Jul 16;2;International;Economy;Orlando;Frankfurt;;;;;;;
415030231;Lufthansa;4;05.09.16;Jul 16;2;Europe;Economy;Copenhagen;Frankfurt;4;4;4;3;4;3;4
414997813;Lufthansa;4;05.09.16;Sep 16;0;Europe;Economy;Katowice;Frankfurt;4;5;5;5;4;5;3
414922247;Lufthansa;5;05.09.16;Sep 16;0;International;Premium Economy;Miami;Frankfurt;4;5;5;5;5;5;3
414142042;Lufthansa;5;03.09.16;Sep 16;0;International;Business Class;Bogota;Frankfurt;5;5;;;5;5;
414120127;Lufthansa;4;03.09.16;Apr 16;5;International;Business Class;Johannesburg;Frankfurt;5;5;5;4;5;4;4
413929177;Lufthansa;5;02.09.16;Jul 16;2;International;Business Class;Dallas;Frankfurt;5;5;5;5;5;5;5
413869597;Lufthansa;5;02.09.16;Aug 16;1;Europe;Economy;Valencia;Frankfurt;4;5;4;2;;4;4
413859726;Lufthansa;5;02.09.16;Aug 16;1;International;Premium Economy;Seattle;Frankfurt;5;5;;;4;5;
413772311;Lufthansa;5;02.09.16;Aug 16;1;Europe;Economy;London;Frankfurt;5;5;5;5;;5;5
413398301;Lufthansa;1;01.09.16;Apr 16;5;International;Business Class;Hong Kong;Frankfurt;4;3;4;3;2;3;1
413203220;Lufthansa;5;31.08.16;Aug 16;0;Europe;Economy;Larnaca;Frankfurt;4;5;;;2;5;
412991196;Lufthansa;5;30.08.16;Aug 16;0;International;Premium Economy;Bangkok;Frankfurt;5;5;5;4;5;4;5
412897929;Lufthansa;4;30.08.16;Jul 16;1;Europe;Premium Economy;Amsterdam;Frankfurt;4;5;5;5;5;4;5
412425896;Lufthansa;5;29.08.16;Jul 16;1;Domestic;Economy;Hamburg;Frankfurt;4;4;;;4;3;
412258638;Lufthansa;1;29.08.16;Jul 16;1;International;Economy;Toronto;Frankfurt;1;1;1;1;1;1;1
412172144;Lufthansa;3;29.08.16;Aug 16;0;International;Business Class;Tokyo;Frankfurt;4;2;4;3;2;3;3
412108259;Lufthansa;4;28.08.16;Aug 16;0;Europe;Economy;Oslo;Frankfurt;5;5;;;1;3;
411772906;Lufthansa;4;28.08.16;Sep 15;11;International;Economy;Boston;Frankfurt;4;4;4;4;4;4;4
411018273;Lufthansa;5;26.08.16;Aug 16;0;International;Economy;Singapore;Frankfurt;4;5;5;5;5;5;5
410681626;Lufthansa;5;25.08.16;Jul 16;1;International;Economy;Orlando;Frankfurt;4;5;5;5;4;3;5
410092387;Lufthansa;1;24.08.16;Aug 16;0;Europe;Business Class;Nice;Frankfurt;1;4;1;3;1;1;1
410017141;Lufthansa;4;24.08.16;Feb 16;6;International;Business Class;Bangkok;Frankfurt;4;4;4;4;4;4;4
409752606;Lufthansa;3;23.08.16;Aug 16;0;Europe;Business Class;Madrid;Frankfurt;1;4;3;4;1;1;4
409676880;Lufthansa;5;23.08.16;Aug 16;0;International;Economy;Washington;Frankfurt;5;5;5;5;5;5;5
409619699;Lufthansa;4;23.08.16;Jul 16;1;International;Economy;Orlando;Frankfurt;3;4;4;4;5;3;3
409491155;Lufthansa;3;23.08.16;Aug 16;0;Europe;Business Class;Budapest;Frankfurt;;;;;;;
409336304;Lufthansa;3;23.08.16;May 16;3;Domestic;Economy;Berlin;Frankfurt;3;3;3;2;3;3;3
409263266;Lufthansa;5;23.08.16;Aug 16;0;International;Economy;Singapore;Frankfurt;4;5;5;4;5;5;5
409203461;Lufthansa;3;23.08.16;Jul 16;1;Europe;Economy;Belgrade;Frankfurt;3;3;4;1;1;2;5
409149660;Lufthansa;3;23.08.16;May 16;3;International;Economy;Vancouver;Frankfurt;3;3;3;3;3;3;4
408960860;Lufthansa;2;22.08.16;Sep 15;11;International;Economy;Quebec;Frankfurt;3;1;3;3;2;3;3
408760510;Lufthansa;5;22.08.16;Aug 16;0;International;Business Class;Orlando;Frankfurt;4;5;;;4;4;
408666806;Lufthansa;5;22.08.16;Aug 16;0;Europe;Economy;Aberdeen;Frankfurt;5;5;;;3;5;
408438035;Lufthansa;5;21.08.16;May 16;3;Europe;Economy;Nice;Frankfurt;5;5;5;5;5;5;5
408177087;Lufthansa;3;21.08.16;Nov 15;9;International;Economy;Amman;Frankfurt;2;3;4;4;3;3;4
407795259;Lufthansa;2;20.08.16;Aug 16;0;Europe;Premium Economy;London;Frankfurt;3;1;;;1;1;
407677955;Lufthansa;5;19.08.16;Aug 16;0;Europe;Economy;Lyon;Frankfurt;4;4;;;;;
407597378;Lufthansa;3;19.08.16;Aug 16;0;International;Economy;Mexico City;Frankfurt;2;4;4;3;1;3;4
407532132;Lufthansa;5;19.08.16;Jun 16;2;International;Business Class;Chicago;Frankfurt;5;5;5;5;4;3;5
407213124;Lufthansa;3;18.08.16;Aug 16;0;Europe;Economy;Edinburgh;Frankfurt;3;4;4;3;;3;4
407141776;Lufthansa;1;18.08.16;Jan 16;7;Europe;Premium Economy;Istanbul;Frankfurt;1;1;1;1;1;1;1
407101564;Lufthansa;4;18.08.16;May 16;3;International;Economy;Dallas;Frankfurt;3;4;5;5;5;4;5
406977282;Lufthansa;2;18.08.16;Aug 16;0;International;Business Class;Miami;Frankfurt;3;4;4;3;1;1;4
406973921;Lufthansa;5;18.08.16;Feb 16;6;International;Economy;Newark;Frankfurt;5;5;5;3;5;4;4
406886483;Lufthansa;4;17.08.16;Aug 16;0;Europe;Economy;Oslo;Frankfurt;4;4;4;4;2;3;4
406754182;Lufthansa;3;17.08.16;Jul 16;1;Europe;Economy;Oslo;Frankfurt;3;4;4;3;2;3;5
406360023;Lufthansa;5;16.08.16;Jun 16;2;Europe;Economy;Dubrovnik;Frankfurt;4;4;4;3;;4;5
406323285;Lufthansa;5;16.08.16;Aug 16;0;Europe;Business Class;Manchester;Frankfurt;4;5;5;4;3;4;5
406269775;Lufthansa;5;16.08.16;Jul 16;1;Europe;Economy;Brussels;Frankfurt;5;5;5;5;;5;5
406156077;Lufthansa;3;16.08.16;Aug 16;0;International;Business Class;Hong Kong;Frankfurt;4;4;4;4;4;4;1
406001420;Lufthansa;4;16.08.16;Jun 16;2;Europe;Economy;Birmingham;Frankfurt;4;4;5;;;4;5
405874831;Lufthansa;2;15.08.16;Aug 16;0;International;Business Class;Cairo;Frankfurt;1;3;4;3;1;1;2
405860295;Lufthansa;4;15.08.16;May 16;3;International;Business Class;Buenos Aires;Frankfurt;4;5;5;5;5;4;4
405831638;Lufthansa;4;15.08.16;Aug 16;0;Europe;Business Class;Stockholm;Frankfurt;3;4;3;2;1;3;5
405648611;Lufthansa;5;15.08.16;Aug 16;0;Domestic;Economy;Duesseldorf;Frankfurt;5;5;5;;;5;5
405574247;Lufthansa;4;15.08.16;Jul 16;1;International;Business Class;Delhi;Frankfurt;;;;;;;
405285325;Lufthansa;4;14.08.16;Mar 16;5;Europe;Economy;London;Frankfurt;4;4;5;4;3;3;4
405242813;Lufthansa;5;14.08.16;Aug 16;0;Europe;Economy;Prague;Frankfurt;5;5;4;5;3;5;4
405067128;Lufthansa;3;13.08.16;Dec 15;8;International;Business Class;Toronto;Frankfurt;2;4;4;3;3;5;3
405041059;Lufthansa;1;13.08.16;Aug 16;0;International;Premium Economy;San Jose;Frankfurt;2;1;1;2;2;2;2
404971417;Lufthansa;4;13.08.16;Aug 16;0;Europe;Economy;Malta;Frankfurt;3;4;4;4;;3;4
404920338;Lufthansa;5;13.08.16;Jun 16;2;International;Premium Economy;Panama City;Frankfurt;5;5;5;4;5;5;4
404807653;Lufthansa;5;13.08.16;Mar 16;5;International;Economy;Delhi;Frankfurt;4;5;4;5;5;4;4
404701182;Lufthansa;5;12.08.16;Feb 16;6;Europe;Economy;London;Frankfurt;3;5;5;5;2;4;5
404668133;Lufthansa;2;12.08.16;Nov 15;9;International;Economy;Jakarta;Frankfurt;3;3;4;3;4;4;4
404536082;Lufthansa;3;12.08.16;Sep 15;11;Europe;Economy;Manchester;Frankfurt;4;3;4;5;4;4;5
404377467;Lufthansa;5;11.08.16;Aug 16;0;International;Economy;Mumbai;Frankfurt;4;5;5;5;4;4;5
404251073;Lufthansa;4;11.08.16;Jul 16;1;International;Economy;Houston;Frankfurt;3;5;4;4;4;4;3
404248644;Lufthansa;5;11.08.16;Jun 16;2;Europe;Economy;Katowice;Frankfurt;4;5;5;5;4;5;5
404186214;Lufthansa;4;11.08.16;Aug 16;0;Europe;Economy;Prague;Frankfurt;4;5;5;5;4;4;5
404182647;Lufthansa;4;11.08.16;Aug 16;0;International;Economy;Beijing;Frankfurt;4;5;5;5;4;5;5
404151918;Lufthansa;5;11.08.16;Oct 15;10;International;Business Class;Vancouver;Frankfurt;5;5;5;5;5;4;5
403943832;Lufthansa;4;10.08.16;Aug 16;0;Europe;Economy;London;Frankfurt;4;5;4;5;1;3;5
403900209;Lufthansa;4;10.08.16;Apr 16;4;International;Economy;Los Angeles;Frankfurt;3;4;4;4;4;4;4
403880359;Lufthansa;4;10.08.16;Jul 16;1;International;Economy;Denver;Frankfurt;4;5;4;5;5;4;4
403875522;Lufthansa;5;10.08.16;Jul 16;1;International;Economy;Mexico City;Frankfurt;3;5;4;3;5;4;5
403794107;Lufthansa;4;10.08.16;Jul 16;1;Europe;Economy;Madrid;Frankfurt;4;4;5;5;3;4;5
403787811;Lufthansa;3;10.08.16;Aug 16;0;International;Business Class;Bahrain;Frankfurt;3;3;4;3;2;2;3
403671394;Lufthansa;5;10.08.16;Aug 16;0;International;Business Class;Delhi;Frankfurt;4;5;;;4;;
403564968;Lufthansa;5;10.08.16;May 16;3;International;Business Class;Orlando;Frankfurt;5;5;4;5;5;4;5
403523165;Lufthansa;5;10.08.16;Oct 15;10;International;Economy;Orlando;Frankfurt;4;4;5;4;5;5;4
403467248;Lufthansa;4;09.08.16;Feb 16;6;Europe;Economy;London;Frankfurt;3;5;3;3;2;4;3
403464374;Lufthansa;1;09.08.16;Dec 15;8;International;Business Class;Marrakech;Frankfurt;3;1;3;4;1;1;1
403449373;Lufthansa;4;09.08.16;Sep 15;11;Europe;Economy;Zurich;Frankfurt;;;;;;;
403414833;Lufthansa;5;09.08.16;May 16;3;International;Business Class;Rio de Janeiro;Frankfurt;;;;;;;
403313353;Lufthansa;4;09.08.16;Aug 16;0;Europe;Economy;Edinburgh;Frankfurt;3;4;4;3;;3;4
403195563;Lufthansa;3;09.08.16;Jul 16;1;International;Premium Economy;Singapore;Frankfurt;3;3;4;3;4;4;3
403074573;Lufthansa;3;08.08.16;Jul 16;1;International;Premium Economy;Singapore;Frankfurt;4;3;3;3;3;4;3
403050422;Lufthansa;5;08.08.16;Jul 16;1;International;Business Class;Delhi;Frankfurt;5;4;5;5;5;5;5
403026349;Lufthansa;5;08.08.16;Jul 16;1;International;Economy;Newark;Frankfurt;4;5;5;5;5;5;5
403023416;Lufthansa;5;08.08.16;Apr 16;4;International;Premium Economy;Chicago;Frankfurt;4;5;5;5;5;4;3
402890404;Lufthansa;4;08.08.16;Jun 16;2;International;Economy;Singapore;Frankfurt;3;5;5;4;5;5;4
402734648;Lufthansa;4;08.08.16;Jul 16;1;International;Premium Economy;Johannesburg;Frankfurt;4;4;5;4;3;4;4
402580829;Lufthansa;2;07.08.16;Jan 16;7;International;Economy;Los Angeles;Frankfurt;1;2;2;1;2;1;2
402467647;Lufthansa;5;07.08.16;Jul 16;1;Europe;Economy;Brussels;Frankfurt;4;5;5;4;1;5;5
402429058;Lufthansa;3;07.08.16;Jun 16;2;Europe;Economy;Manchester;Frankfurt;3;3;4;3;2;3;3
402428792;Lufthansa;5;07.08.16;Sep 15;11;International;First Class;Chicago;Frankfurt;5;5;5;5;5;5;5
402423762;Lufthansa;5;07.08.16;Aug 16;0;Europe;Economy;Manchester;Frankfurt;;;;;;;
402399022;Lufthansa;4;07.08.16;Aug 16;0;Domestic;Business Class;Munich;Frankfurt;4;4;4;4;;3;3
402347855;Lufthansa;3;07.08.16;Jul 16;1;Europe;Economy;Manchester;Frankfurt;3;3;;3;3;3;3
402331769;Lufthansa;4;07.08.16;Oct 15;10;Europe;Economy;Istanbul;Frankfurt;4;4;4;3;1;4;4
402307996;Lufthansa;5;07.08.16;Jul 16;1;International;First Class;Buenos Aires;Frankfurt;5;5;;;4;5;
402294952;Lufthansa;4;07.08.16;Aug 16;0;International;Premium Economy;Shanghai;Frankfurt;4;5;5;4;4;3;4
402265772;Lufthansa;4;06.08.16;Aug 16;0;International;Premium Economy;Toronto;Frankfurt;4;3;5;3;5;2;3
402225045;Lufthansa;3;06.08.16;Jul 16;1;International;Business Class;New York;Frankfurt;1;;;;3;;
402175632;Lufthansa;5;06.08.16;Sep 15;11;International;Economy;Atlanta;Frankfurt;4;5;5;4;4;5;4
402163550;Lufthansa;5;06.08.16;Jun 16;2;International;Economy;Buenos Aires;Frankfurt;4;5;5;5;5;4;4
402129842;Lufthansa;3;06.08.16;Aug 16;0;International;Economy;Orlando;Frankfurt;4;4;;;3;3;
402080879;Lufthansa;4;06.08.16;Dec 15;8;International;Economy;Kuala Lumpur;Frankfurt;4;5;5;4;4;3;5
402031602;Lufthansa;3;06.08.16;Jun 16;2;Europe;Economy;Manchester;Frankfurt;3;3;3;2;2;3;3
401934285;Lufthansa;2;05.08.16;Jul 16;1;International;Economy;Casablanca;Frankfurt;4;1;;;4;1;
401903967;Lufthansa;4;05.08.16;Sep 15;11;International;Economy;Bogota;Frankfurt;3;3;3;3;3;3;3
401891600;Lufthansa;1;05.08.16;Aug 16;0;International;Business Class;Boston;Frankfurt;3;3;;;3;1;
401807033;Lufthansa;5;05.08.16;Sep 15;11;International;Business Class;Calgary;Frankfurt;5;5;5;5;5;3;5
401772598;Lufthansa;3;05.08.16;Sep 15;11;International;Economy;Sao Paulo;Frankfurt;3;3;3;3;5;;4
401747755;Lufthansa;5;05.08.16;May 16;3;International;Economy;San Francisco;Frankfurt;5;5;5;5;5;5;5
401735847;Lufthansa;5;05.08.16;Jul 16;1;International;Business Class;Osaka;Frankfurt;5;5;5;5;5;3;5
401723092;Lufthansa;5;05.08.16;Apr 16;4;International;Premium Economy;Panama City;Frankfurt;5;3;4;4;5;5;4
401675496;Lufthansa;3;05.08.16;Jul 16;1;Europe;Economy;Athens;Frankfurt;3;4;4;2;2;3;4
401665880;Lufthansa;2;05.08.16;Nov 15;9;International;Business Class;Amman;Frankfurt;;;;;;;
401646287;Lufthansa;3;05.08.16;Aug 16;0;Europe;Economy;Manchester;Frankfurt;4;1;4;3;2;3;3
401631550;Lufthansa;3;05.08.16;Feb 16;6;International;Economy;Washington;Frankfurt;2;5;4;4;5;4;4
401627380;Lufthansa;3;05.08.16;Aug 16;0;Domestic;Economy;Bremen;Frankfurt;4;3;4;4;1;3;4
401618384;Lufthansa;5;05.08.16;Jul 16;1;Europe;Economy;Brussels;Frankfurt;4;5;4;4;;3;5
401617042;Lufthansa;4;05.08.16;Jul 16;1;International;Business Class;Dubai;Frankfurt;4;4;4;4;2;4;4
401612266;Lufthansa;4;05.08.16;Apr 16;4;International;Economy;Atlanta;Frankfurt;3;3;4;3;4;4;4
401598977;Lufthansa;5;05.08.16;Jul 16;1;International;Business Class;Singapore;Frankfurt;5;5;5;5;5;4;5
401578682;Lufthansa;3;05.08.16;Aug 16;0;International;Economy;Madras;Frankfurt;2;3;;;3;2;
401548852;Lufthansa;5;04.08.16;Jul 16;1;International;Economy;Hong Kong;Frankfurt;4;4;5;3;5;5;5
401527925;Lufthansa;5;04.08.16;Apr 16;4;International;Economy;Chicago;Frankfurt;3;5;5;4;3;5;5
401525184;Lufthansa;4;04.08.16;Sep 15;11;International;Economy;Dallas;Frankfurt;4;5;4;4;4;5;5
401508666;Lufthansa;5;04.08.16;May 16;3;International;Business Class;Singapore;Frankfurt;5;5;5;5;4;4;4
401483837;Lufthansa;4;04.08.16;Jun 16;2;Europe;Economy;Malaga;Frankfurt;3;4;4;3;;4;4
401480843;Lufthansa;2;04.08.16;Jul 16;1;Europe;Economy;Barcelona;Frankfurt;3;4;4;2;3;2;1
401479095;Lufthansa;4;04.08.16;Mar 16;5;Europe;Economy;Helsinki;Frankfurt;3;4;4;3;3;5;4
401450643;Lufthansa;4;04.08.16;Jun 16;2;International;Business Class;Singapore;Frankfurt;3;3;5;4;4;3;4
401436337;Lufthansa;2;04.08.16;Mar 16;5;International;Business Class;Vancouver;Frankfurt;2;2;4;3;3;2;3
401403750;Lufthansa;4;04.08.16;Jun 16;2;International;Economy;Washington;Frankfurt;3;4;4;4;5;4;4
401387600;Lufthansa;4;04.08.16;Jul 16;1;International;Economy;Boston;Frankfurt;3;5;5;5;5;3;5
401384950;Lufthansa;4;04.08.16;May 16;3;International;Economy;Johannesburg;Frankfurt;3;4;4;4;2;2;1
401379276;Lufthansa;4;04.08.16;Jul 16;1;Europe;Business Class;Edinburgh;Frankfurt;;;;;;;
401376724;Lufthansa;4;04.08.16;May 16;3;International;Economy;Miami;Frankfurt;3;4;4;4;4;4;3
401375230;Lufthansa;5;04.08.16;Sep 15;11;International;Business Class;Boston;Frankfurt;5;5;5;4;4;5;5
401368522;Lufthansa;5;04.08.16;Oct 15;10;International;Economy;Sao Paulo;Frankfurt;4;5;5;5;5;3;5
401363567;Lufthansa;5;04.08.16;Aug 16;0;Europe;Economy;Bucharest;Frankfurt;4;4;5;3;4;4;5
401339255;Lufthansa;4;04.08.16;Jun 16;2;Europe;Economy;Amsterdam;Frankfurt;3;4;4;3;;3;5
401335267;Lufthansa;3;04.08.16;May 16;3;Europe;Premium Economy;Manchester;Frankfurt;3;4;3;3;3;3;3
401329772;Lufthansa;4;04.08.16;Jun 16;2;Europe;Premium Economy;Birmingham;Frankfurt;4;4;4;3;3;3;4
401327609;Lufthansa;5;04.08.16;Jul 16;1;International;Economy;Boston;Frankfurt;5;5;4;5;5;4;4
401327437;Lufthansa;4;04.08.16;Feb 16;6;Europe;Economy;Edinburgh;Frankfurt;3;4;3;1;1;3;4
401320436;Lufthansa;5;04.08.16;Jun 16;2;International;First Class;Sao Paulo;Frankfurt;5;5;5;5;5;5;5
401308671;Lufthansa;5;04.08.16;Feb 16;6;International;Economy;Montreal;Frankfurt;5;5;5;5;5;5;5
401308127;Lufthansa;4;04.08.16;Jun 16;2;International;Premium Economy;Singapore;Frankfurt;4;4;4;4;3;4;4
401301063;Lufthansa;1;04.08.16;Apr 16;4;International;Economy;Dallas;Frankfurt;2;1;2;2;3;2;1
401299459;Lufthansa;4;04.08.16;Jan 16;7;International;Economy;Sao Paulo;Frankfurt;3;4;4;4;3;3;4
401297944;Lufthansa;3;04.08.16;Jul 16;1;International;Economy;Orlando;Frankfurt;2;4;4;4;4;3;2
401289685;Lufthansa;4;04.08.16;Jun 16;2;International;Business Class;Boston;Frankfurt;3;5;4;5;4;3;5
401284361;Lufthansa;5;04.08.16;Apr 16;4;International;Economy;Tampa;Frankfurt;4;5;5;5;5;5;5
401283628;Lufthansa;4;04.08.16;Jul 16;1;Europe;Economy;London;Frankfurt;4;4;5;4;;3;4
401277307;Lufthansa;3;04.08.16;Sep 15;11;International;Economy;Sao Paulo;Frankfurt;2;5;3;4;2;3;4
401273415;Lufthansa;1;04.08.16;Nov 15;9;International;Economy;Hong Kong;Frankfurt;1;1;3;3;3;2;1
401270971;Lufthansa;1;04.08.16;Aug 16;0;International;Economy;Bangkok;Frankfurt;3;1;3;2;3;3;4
401269554;Lufthansa;4;04.08.16;Jun 16;2;International;Economy;Philadelphia;Frankfurt;3;5;4;3;4;4;5
401255336;Lufthansa;5;04.08.16;Apr 16;4;International;Premium Economy;Philadelphia;Frankfurt;5;5;5;5;5;5;5
401251783;Lufthansa;3;04.08.16;May 16;3;Europe;Economy;Brussels;Frankfurt;2;3;3;2;;4;4
401244806;Lufthansa;4;04.08.16;Jul 16;1;International;Business Class;Los Angeles;Frankfurt;4;3;4;3;3;3;4
401234817;Lufthansa;4;04.08.16;Sep 15;11;International;Economy;New York;Frankfurt;1;2;3;3;3;3;3
401234380;Lufthansa;4;04.08.16;Jun 16;2;Europe;Economy;Gothenborg;Frankfurt;4;5;5;4;1;4;5
401232141;Lufthansa;4;04.08.16;Jun 16;2;Europe;Economy;Bucharest;Frankfurt;4;4;5;2;3;5;5
401230679;Lufthansa;3;04.08.16;Jun 16;2;International;Business Class;Cairo;Frankfurt;2;2;4;2;1;1;4
401209059;Lufthansa;5;04.08.16;Sep 15;11;International;Economy;Delhi;Frankfurt;4;5;5;5;4;5;5
401204690;Lufthansa;4;04.08.16;Jan 16;7;International;Economy;Seattle;Frankfurt;4;4;5;4;5;4;4
401194375;Lufthansa;5;04.08.16;Jul 16;1;International;Business Class;Johannesburg;Frankfurt;5;5;5;5;5;5;5
401193227;Lufthansa;3;04.08.16;Jun 16;2;Europe;Economy;Lyon;Frankfurt;3;4;3;3;2;3;3
401191358;Lufthansa;5;04.08.16;Mar 16;5;Europe;Economy;Budapest;Frankfurt;4;5;5;5;2;4;5
401186002;Lufthansa;4;04.08.16;Jun 16;2;International;Economy;Auckland;Frankfurt;3;4;4;4;3;4;5
401185073;Lufthansa;4;04.08.16;Apr 16;4;Europe;Economy;Rome;Frankfurt;4;4;4;4;3;4;4
401180018;Lufthansa;4;04.08.16;Jul 16;1;International;Economy;Baku;Frankfurt;3;5;5;4;1;4;5
401172261;Lufthansa;5;04.08.16;Aug 16;0;International;Premium Economy;Philadelphia;Frankfurt;5;5;;;5;5;
401170402;Lufthansa;5;04.08.16;Feb 16;6;International;Economy;Kuala Lumpur;Frankfurt;5;5;5;5;5;5;5
401166701;Lufthansa;4;03.08.16;Oct 15;10;Europe;Economy;Helsinki;Frankfurt;4;4;5;4;4;4;4
401165133;Lufthansa;4;03.08.16;May 16;3;International;Business Class;Seattle;Frankfurt;4;4;5;4;4;4;4
401163772;Lufthansa;4;03.08.16;Apr 16;4;Europe;Economy;Birmingham;Frankfurt;3;4;4;2;3;4;3
401163506;Lufthansa;5;03.08.16;Jun 16;2;Europe;Economy;London;Frankfurt;3;5;5;5;;4;5
401162206;Lufthansa;5;03.08.16;Aug 16;0;Europe;Economy;Palma de Mallorca;Frankfurt;;;;;;;
401160195;Lufthansa;4;03.08.16;Aug 16;0;Europe;Economy;London;Frankfurt;5;4;4;3;3;4;4
401156325;Lufthansa;5;03.08.16;Feb 16;6;Europe;Economy;Edinburgh;Frankfurt;5;5;5;4;;4;4
401151008;Lufthansa;4;03.08.16;Apr 16;4;Europe;Economy;Copenhagen;Frankfurt;4;3;5;2;;3;5
401150396;Lufthansa;4;03.08.16;Jul 16;1;Europe;Economy;Budapest;Frankfurt;3;4;4;3;;4;4
401148073;Lufthansa;5;03.08.16;Jul 16;1;Europe;Economy;Manchester;Frankfurt;4;5;;;;4;
401135767;Lufthansa;5;03.08.16;Oct 15;10;Europe;Economy;Tallinn;Frankfurt;5;5;5;5;3;5;5
401132464;Lufthansa;4;03.08.16;Jun 16;2;Europe;Economy;Prague;Frankfurt;4;5;5;5;5;4;5
401128628;Lufthansa;4;03.08.16;Jul 16;1;International;Business Class;Sao Paulo;Frankfurt;3;4;4;3;3;3;4
401128394;Lufthansa;4;03.08.16;Apr 16;4;Europe;Economy;Helsinki;Frankfurt;2;4;4;4;;5;5
401124978;Lufthansa;4;03.08.16;Jul 16;1;International;Economy;Chicago;Frankfurt;3;5;5;4;4;4;5
401121700;Lufthansa;5;03.08.16;Apr 16;4;Europe;Business Class;Helsinki;Frankfurt;5;5;5;5;;5;5
401120043;Lufthansa;4;03.08.16;Sep 15;11;International;Economy;Kuala Lumpur;Frankfurt;4;4;4;4;4;4;5
401112242;Lufthansa;3;03.08.16;Apr 16;4;International;Premium Economy;Los Angeles;Frankfurt;2;1;3;1;;3;3
401111065;Lufthansa;3;03.08.16;Sep 15;11;International;Economy;Bangalore;Frankfurt;2;3;4;4;4;4;5
401110140;Lufthansa;4;03.08.16;Aug 16;0;International;Premium Economy;Hong Kong;Frankfurt;4;3;;;3;5;
